age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
26,2.33,0.95,3.0,4,Free,0.42,22,2,25,0
52,14.16,0.64,4.4,6,Free,0.8,30,2,10,1
40,9.74,0.86,3.2,4,Basic,0.59,53,2,20,0
33,23.3,0.49,2.6,3,Premium,0.2,16,0,4,1
34,4.21,0.13,1.4,5,Premium,0.89,9,1,12,1
38,8.68,,2.6,3,Basic,0.84,21,3,12,1
53,5.0,0.66,3.9,4,Basic,0.96,29,4,26,1
33,,0.61,4.7,1,Free,0.57,28,3,0,0
41,4.78,0.53,2.0,5,Free,0.68,16,0,1,0
21,1.67,0.68,2.4,3,Free,0.86,42,2,17,0
19,5.67,0.96,1.6,2,Free,0.05,20,5,3,0
59,6.02,0.88,3.8,4,Basic,0.91,21,1,13,0
44,13.31,0.89,4.8,4,Free,0.27,47,3,4,0
49,10.64,0.78,,4,Basic,0.06,38,1,25,0
32,8.72,0.25,3.5,1,Free,0.24,39,5,15,1
58,0.96,0.68,3.2,2,Free,0.59,47,5,19,0
58,10.2,0.9,1.4,8,Premium,0.05,47,4,2,0
31,,0.39,3.9,2,Free,0.0,56,3,19,0
17,17.96,0.78,3.4,9,Free,0.64,21,1,13,2
49,20.19,0.72,3.6,2,Free,0.45,26,5,4,1
23,0.45,,4.6,1,Free,0.84,22,2,11,1
28,13.75,0.58,4.1,1,Basic,0.26,3,4,12,1
57,0.31,0.13,4.1,2,Basic,0.28,25,7,15,1
23,3.66,0.97,,6,Free,0.08,38,2,26,0
45,6.25,0.81,5.0,2,Premium,0.54,57,1,26,0
47,1.28,,3.3,5,Basic,0.37,16,3,15,1
51,10.97,0.12,1.4,0,Free,0.34,2,3,18,2
62,0.07,0.59,2.8,4,Free,0.46,16,0,21,0
45,,0.34,,4,Basic,0.85,42,2,3,0
16,6.96,0.03,1.1,6,Basic,0.11,39,7,12,1
58,10.02,0.54,1.2,4,Free,0.52,18,2,17,1
54,19.88,0.39,1.3,3,Free,0.2,38,1,12,1
32,9.78,0.1,3.9,3,Free,0.21,17,1,11,1
35,8.91,0.8,3.0,1,Free,0.26,59,3,18,0
39,4.01,0.92,2.5,5,Free,0.46,27,1,16,0
37,0.01,0.76,1.4,4,Premium,0.49,52,4,9,0
44,1.02,0.87,,1,Basic,0.87,14,6,6,0
37,6.12,,2.3,1,Basic,0.89,50,4,20,1
59,8.99,0.26,2.1,9,Free,0.59,25,8,13,2
24,4.32,0.21,3.6,5,Free,0.28,34,6,6,0
52,10.49,0.77,3.2,1,Free,0.82,15,2,20,1
25,,0.95,2.4,3,Basic,0.79,14,3,0,0
51,0.62,0.72,3.6,1,Free,0.8,4,6,13,0
52,1.71,0.91,2.1,7,Free,0.02,45,4,2,0
43,14.66,0.64,4.2,3,Free,0.75,23,5,8,1
43,10.33,0.39,1.9,5,Premium,0.85,1,3,10,2
57,126.24,,1.6,4,Basic,0.61,58,3,22,1
58,1.0,0.08,4.1,6,Free,0.75,35,3,29,2
36,37.02,0.03,3.8,6,Basic,0.78,51,3,14,2
39,1.88,,1.7,4,Basic,0.51,44,3,22,0
57,0.09,0.44,1.5,3,Free,0.81,47,4,4,0
55,47.69,0.55,4.4,3,Free,0.79,30,1,29,2
17,2.64,0.56,4.1,5,Premium,0.92,29,2,18,1
23,8.82,0.28,2.3,3,Free,0.92,11,3,25,2
63,1.56,,3.6,3,Premium,0.53,58,4,3,0
42,6.94,0.47,1.5,3,Free,0.03,36,3,19,0
37,,0.39,3.0,0,Free,0.02,53,7,26,2
52,3.09,0.82,,2,Free,0.94,56,4,28,0
42,8.88,0.45,,7,Basic,0.34,20,1,12,1
44,,0.6,1.3,4,Premium,0.38,11,2,5,0
18,7.84,0.88,2.9,1,Free,0.47,57,2,21,0
59,3.28,0.87,2.7,2,Free,0.27,39,1,26,0
28,1.9,0.89,2.8,4,Free,0.59,36,4,6,0
60,3.01,0.27,1.2,5,Premium,0.78,34,3,15,0
25,1.58,0.03,2.4,1,Basic,0.26,21,5,7,0
51,18.58,0.26,4.0,5,Free,0.74,44,3,24,2
24,4.05,0.28,2.5,4,Premium,0.67,35,3,23,1
42,2.25,0.91,3.9,4,Basic,0.53,52,0,8,0
49,4.76,0.65,,7,Free,0.33,7,2,8,0
16,3.09,,2.7,1,Basic,0.87,26,5,28,2
47,10.91,0.14,3.3,6,Free,0.4,26,2,18,2
40,28.38,0.16,4.8,3,Premium,0.37,35,5,22,2
44,4.61,0.63,1.4,3,Free,0.64,6,4,18,1
22,15.79,0.74,,2,Premium,0.92,2,2,20,2
64,6.68,0.86,3.4,9,Premium,0.51,3,5,10,1
18,1.37,0.94,4.8,7,Basic,0.72,23,1,25,1
35,9.39,0.2,5.0,6,Free,0.46,7,2,15,2
35,5.76,0.31,2.9,4,Premium,0.22,44,2,8,0
45,8.41,0.24,2.9,3,Basic,0.12,12,4,14,1
50,17.64,0.36,3.6,2,Premium,0.14,8,7,10,2
50,,0.91,3.2,7,Free,0.02,19,3,28,1
64,18.52,0.58,3.5,4,Premium,0.55,57,0,7,0
54,11.11,0.74,4.5,5,Premium,0.13,19,4,2,0
42,,0.49,4.0,4,Premium,0.87,4,1,13,1
41,7.4,,,3,Free,0.98,45,4,5,1
29,,0.06,2.8,8,Free,0.5,4,1,4,1
32,32.88,0.54,3.6,3,Free,0.45,34,1,10,2
33,8.81,0.72,2.8,3,Free,0.35,0,4,27,2
60,0.36,0.22,,6,Free,0.64,41,4,9,0
44,3.16,0.72,1.1,5,Premium,0.61,14,4,19,0
35,7.81,0.81,1.7,5,Basic,0.34,16,4,10,0
42,0.46,0.86,3.0,5,Free,0.34,11,1,5,0
33,0.19,0.75,4.3,2,Premium,0.64,45,2,7,0
19,4.78,0.4,2.1,5,Basic,0.55,55,4,29,1
16,3.24,0.68,3.1,3,Premium,0.72,35,5,23,0
16,4.61,0.96,2.4,5,Premium,0.94,42,2,13,0
41,2.44,0.99,1.4,7,Basic,0.78,57,3,12,0
60,1.44,0.35,4.8,3,Free,0.3,14,3,2,0
35,9.35,0.41,4.4,4,Premium,0.76,13,3,28,2
38,,0.17,1.3,7,Free,0.45,26,3,5,0
25,1.79,0.2,,4,Basic,0.78,49,3,16,0
26,,0.89,2.4,5,Premium,0.89,21,1,0,0
56,7.17,0.92,,2,Free,0.25,8,0,10,0
56,0.6,,2.2,2,Basic,0.24,46,6,0,0
20,1.28,,2.0,1,Free,0.43,20,4,26,1
16,0.61,0.29,,8,Free,0.05,2,2,29,2
32,,0.46,4.3,4,Free,0.69,51,0,24,1
37,11.17,0.29,1.8,5,Premium,0.75,30,0,13,1
49,,,3.8,3,Free,0.35,12,1,25,2
60,10.08,0.74,1.2,6,Premium,0.47,1,3,27,2
56,8.85,0.01,4.7,4,Basic,0.59,46,2,8,1
44,5.19,0.9,1.3,1,Basic,0.07,13,4,9,0
19,,0.79,4.7,4,Premium,0.71,6,1,11,1
20,0.31,0.27,,3,Basic,0.53,28,5,20,1
26,7.77,0.6,2.8,3,Free,0.62,3,3,27,2
36,12.04,0.67,4.9,7,Free,0.72,3,1,22,2
50,,0.66,5.0,3,Basic,0.68,23,0,3,0
27,3.54,0.45,3.6,3,Basic,0.1,41,1,17,0
41,2.6,0.35,1.5,5,Free,0.78,20,4,10,0
34,8.24,0.84,3.0,8,Basic,0.61,50,2,21,0
60,9.44,0.76,3.1,5,Free,0.71,44,2,15,0
22,16.38,0.32,3.1,0,Premium,0.26,27,7,17,2
62,3.35,0.1,3.3,8,Basic,0.22,37,2,6,0
22,11.75,0.07,,7,Premium,0.83,7,2,19,2
41,6.59,0.09,,4,Basic,0.39,41,2,3,0
55,17.15,0.58,3.8,4,Premium,0.58,16,1,1,1
20,6.0,,1.5,2,Basic,0.55,8,1,8,1
36,5.83,0.34,3.3,7,Basic,0.59,45,4,11,0
29,6.9,,3.3,2,Free,0.07,19,3,29,1
19,11.07,0.29,3.7,6,Free,0.3,4,3,27,2
38,26.75,0.76,1.3,3,Premium,0.07,57,3,29,2
57,,0.75,3.5,3,Free,0.48,34,6,28,0
35,0.44,0.25,,6,Free,0.9,40,3,18,0
30,22.19,0.73,3.0,4,Premium,0.39,28,6,21,2
60,6.04,0.75,4.1,1,Basic,0.78,11,2,25,1
44,,0.4,3.8,6,Free,0.29,53,4,27,1
23,5.27,0.94,1.5,5,Free,0.86,31,2,8,0
56,0.79,,,9,Basic,0.42,30,4,23,1
63,,0.92,4.9,6,Basic,0.36,30,5,24,1
34,11.0,0.64,1.6,3,Premium,0.7,0,6,28,2
63,2.99,0.17,4.4,1,Free,0.51,56,2,22,0
54,2.93,0.68,,4,Basic,0.34,42,1,24,0
61,14.55,0.43,4.1,3,Premium,0.06,4,1,9,1
43,0.6,0.95,2.1,7,Premium,0.17,50,2,8,0
61,17.04,0.73,2.2,4,Free,0.77,35,6,4,1
42,,0.51,4.6,3,Free,0.92,11,1,29,2
19,7.19,0.81,2.4,3,Basic,0.17,15,3,22,0
30,21.99,0.72,1.3,3,Premium,0.57,15,2,20,2
50,9.07,0.92,3.4,11,Basic,0.03,20,2,0,0
52,4.28,0.92,1.5,6,Basic,0.29,32,1,15,0
16,9.36,0.84,4.2,5,Premium,0.45,25,1,29,1
18,103.64,0.94,3.6,2,Free,0.74,2,2,22,1
62,2.6,0.14,4.5,3,Premium,0.04,22,2,27,1
39,45.67,0.49,4.1,9,Premium,0.78,24,1,8,2
42,11.12,0.26,1.4,5,Premium,0.2,53,3,4,0
55,8.28,0.75,2.5,6,Premium,0.76,19,4,3,0
51,3.51,0.72,4.1,6,Free,0.63,46,4,4,0
49,0.4,0.14,2.7,5,Free,0.34,51,3,29,0
44,,0.88,4.9,2,Free,0.72,56,4,3,0
39,6.46,0.18,3.9,3,Premium,0.24,48,3,24,1
39,,0.8,,1,Premium,0.22,53,4,13,0
57,6.17,0.46,,3,Free,0.06,35,2,26,1
19,14.7,0.33,1.4,3,Free,0.39,34,0,25,1
18,0.27,,1.6,5,Basic,0.1,42,2,27,0
49,111.83,0.17,3.9,3,Free,0.42,32,6,7,0
64,2.16,0.66,4.5,5,Free,0.01,4,7,29,1
38,4.74,0.86,3.1,4,Basic,0.16,3,2,12,0
38,0.6,0.12,2.2,3,Free,0.93,57,1,20,0
60,24.66,,2.4,0,Basic,0.8,51,4,10,2
20,2.02,0.07,2.4,2,Free,0.24,7,3,20,1
46,20.44,,,5,Premium,0.72,10,3,20,2
56,4.44,0.92,2.0,3,Basic,0.67,42,5,28,0
21,33.88,0.06,3.4,4,Free,0.18,49,4,22,2
52,6.46,0.56,4.6,4,Basic,0.37,26,4,27,1
25,21.37,0.08,2.2,2,Free,0.91,9,5,27,2
55,0.04,0.9,1.7,4,Premium,0.74,58,4,13,0
22,11.03,0.91,4.4,4,Basic,0.76,57,4,9,0
54,18.67,0.7,4.0,0,Basic,0.56,44,5,6,1
53,,0.93,4.7,1,Free,0.67,19,3,18,0
36,0.81,0.81,,3,Free,0.51,31,3,16,0
35,4.42,0.83,1.6,3,Basic,0.74,47,1,23,0
18,,0.57,3.2,0,Free,0.73,26,4,29,2
37,6.25,0.31,3.5,2,Basic,0.03,48,2,26,0
62,6.0,0.22,2.9,5,Free,0.63,17,4,25,2
19,1.22,0.33,3.4,2,Free,0.63,25,3,3,0
43,0.01,0.88,1.7,1,Free,0.07,57,4,19,0
27,13.29,0.17,2.9,3,Premium,0.41,34,2,26,2
53,0.73,0.26,3.6,3,Premium,0.9,27,1,24,1
51,8.04,0.47,2.7,5,Free,0.95,0,1,27,2
62,19.68,0.23,3.7,5,Free,0.78,33,1,13,2
56,1.87,0.59,2.8,5,Free,0.15,54,3,29,0
20,8.76,0.92,2.3,2,Free,0.37,25,3,22,0
28,0.66,0.75,2.2,4,Premium,0.18,57,2,11,0
38,7.41,0.67,2.6,9,Basic,0.65,5,2,10,1
45,1.43,0.58,1.1,2,Premium,0.77,49,4,22,0
52,10.65,0.49,3.7,2,Premium,0.88,48,2,26,1
40,2.87,0.19,4.4,3,Basic,0.86,57,6,23,1
63,4.98,,,2,Basic,0.1,45,2,0,0
42,7.32,0.25,1.2,4,Premium,0.13,24,2,8,0
29,1.5,0.09,4.9,8,Basic,0.91,16,3,26,2
63,10.83,0.75,,4,Free,0.84,25,5,0,0
62,,0.18,1.5,2,Basic,0.46,20,4,9,0
51,8.69,0.37,,2,Basic,0.43,31,3,29,1
54,1.38,,4.0,3,Premium,0.55,24,2,10,0
31,9.32,0.14,2.2,6,Basic,0.6,31,2,4,1
37,1.1,0.17,3.3,4,Free,0.25,40,4,8,0
36,4.43,0.05,2.7,3,Free,0.4,53,1,2,0
36,2.27,0.66,1.5,2,Premium,0.62,18,4,28,1
23,,0.84,2.3,1,Premium,0.21,1,3,1,0
64,2.43,0.37,3.9,1,Basic,1.0,34,5,17,1
31,17.08,0.87,,4,Free,0.28,15,3,27,2
46,17.79,0.21,1.5,3,Free,0.55,15,1,13,2
57,1.75,0.33,1.7,7,Free,0.55,32,2,29,1
25,7.61,0.15,3.6,8,Premium,0.45,50,5,22,1
47,0.73,0.62,4.3,3,Premium,0.24,49,4,28,0
49,3.97,0.42,2.4,5,Premium,0.57,23,3,4,0
24,10.0,0.61,3.4,5,Basic,0.09,30,2,23,1
32,8.62,,1.7,1,Premium,0.39,41,4,13,0
26,7.84,0.92,2.2,3,Free,0.22,22,4,4,0
47,2.66,0.63,1.1,4,Free,0.12,16,2,1,0
25,,0.94,4.1,4,Premium,0.93,32,2,6,0
37,0.87,0.3,2.6,1,Free,0.7,36,3,22,0
32,10.16,0.36,4.3,3,Basic,0.17,35,3,27,1
19,5.61,0.87,3.8,5,Basic,0.95,55,5,17,0
63,9.87,0.61,4.3,2,Free,0.22,55,4,15,0
62,2.29,0.18,2.1,3,Free,0.24,18,2,21,1
40,3.14,0.38,1.7,4,Free,0.13,20,3,26,1
36,3.25,0.47,4.9,3,Basic,0.73,38,4,28,1
52,0.21,0.88,3.9,4,Free,0.57,39,5,4,0
53,3.34,0.18,4.3,6,Free,0.06,18,0,19,1
64,13.01,0.92,,3,Basic,0.03,7,3,11,0
16,18.21,0.76,,5,Free,0.53,25,6,12,2
40,5.84,,4.0,5,Free,0.65,40,3,25,1
51,,0.86,1.3,2,Free,0.82,50,6,29,0
32,0.25,0.9,3.3,3,Free,0.48,59,2,7,0
56,16.91,0.14,2.7,4,Basic,0.68,17,3,13,2
39,0.1,,1.1,5,Premium,0.73,13,2,23,1
17,23.17,0.54,1.9,3,Free,0.61,17,2,27,2
55,5.37,0.89,2.1,4,Premium,0.35,36,4,4,0
30,3.35,0.04,1.4,5,Free,0.13,27,2,26,1
47,20.64,0.98,3.5,8,Basic,0.65,57,1,3,0
54,0.2,0.45,2.0,2,Premium,0.77,59,4,8,0
21,6.97,0.36,2.1,1,Basic,0.19,32,2,14,0
16,6.37,0.29,,3,Free,0.49,5,5,26,2
62,,0.17,2.9,5,Free,0.4,6,2,13,1
38,4.48,0.79,,5,Basic,0.21,59,1,4,0
54,8.45,0.96,3.9,2,Free,0.25,4,3,27,1
32,10.39,0.41,,5,Basic,0.24,26,4,14,1
49,0.01,0.95,1.1,7,Free,0.42,7,6,3,0
56,,0.82,2.8,5,Free,0.39,37,3,17,2
44,1.44,0.48,,3,Basic,0.55,32,3,21,0
24,2.13,0.67,2.3,7,Basic,0.09,56,1,4,0
28,2.45,0.43,4.1,2,Basic,0.58,11,3,21,1
21,0.31,0.56,4.9,3,Free,0.02,36,2,16,0
21,1.05,0.06,4.8,2,Free,0.26,36,2,21,0
35,,0.7,2.1,3,Basic,0.5,14,3,20,2
18,3.03,0.05,1.9,5,Premium,0.69,16,4,13,1
32,0.98,0.82,4.8,2,Basic,0.77,36,3,22,0
64,0.91,0.82,2.8,2,Premium,0.04,50,3,27,0
27,10.17,0.24,1.8,2,Free,0.54,41,3,27,1
63,15.42,0.32,3.8,5,Premium,0.35,28,4,16,2
62,2.38,0.48,2.1,5,Basic,0.69,2,3,18,1
60,0.17,0.6,2.1,2,Premium,0.28,10,2,12,0
16,2.02,0.29,4.5,7,Free,0.74,25,0,12,1
32,,0.59,1.6,7,Basic,0.6,39,3,12,0
18,,0.3,1.3,3,Basic,0.79,56,3,1,0
41,4.52,0.06,2.1,6,Basic,0.98,44,5,14,1
30,2.09,0.0,3.4,4,Free,0.91,5,3,21,2
51,5.8,0.1,1.5,4,Free,0.59,34,3,0,0
47,2.34,0.95,2.9,9,Basic,0.89,23,1,14,0
47,22.58,0.96,3.5,7,Premium,0.15,50,2,15,1
19,18.91,0.43,4.4,5,Free,0.04,38,1,10,1
33,6.69,0.51,1.9,3,Free,0.53,33,7,28,1
64,,0.15,4.3,6,Premium,0.97,53,5,29,2
34,3.84,0.55,1.9,4,Basic,0.71,23,5,2,0
58,4.25,0.14,3.7,1,Free,0.31,18,2,26,1
50,10.4,0.61,2.7,3,Free,0.67,12,2,26,2
55,4.81,0.93,1.5,1,Basic,0.04,56,2,19,0
29,15.54,0.2,3.9,2,Free,0.47,42,8,21,2
48,,0.76,1.9,5,Free,0.24,8,1,20,2
29,3.28,0.02,1.7,9,Basic,0.05,18,0,13,1
49,6.58,0.38,2.4,4,Free,0.25,50,5,20,0
19,0.8,0.11,3.6,3,Free,0.72,31,5,4,0
39,1.79,0.35,1.9,4,Free,0.55,20,1,16,0
44,4.27,0.17,1.7,5,Basic,0.02,31,3,23,1
34,1.85,,1.0,4,Free,0.41,56,4,25,0
21,16.74,0.42,2.9,6,Free,0.75,45,3,1,1
48,1.38,0.3,,4,Free,0.95,11,4,21,1
64,4.87,0.66,1.9,3,Free,0.87,28,4,6,0
55,7.45,0.92,1.2,7,Basic,0.0,32,4,9,0
34,9.42,0.4,2.7,5,Premium,0.22,0,2,9,1
16,3.86,0.19,4.2,2,Basic,0.21,48,0,19,0
20,16.27,,3.9,4,Free,0.41,3,3,7,2
42,6.72,0.85,4.4,3,Free,0.65,12,3,0,0
31,4.63,0.57,1.0,2,Free,0.15,22,3,15,0
21,0.56,0.46,4.9,6,Free,0.92,27,2,8,0
55,5.0,0.15,2.4,3,Free,0.78,42,4,27,1
28,13.75,0.45,5.0,2,Free,0.42,49,3,15,1
63,7.63,0.28,2.0,3,Premium,0.58,11,2,28,2
50,14.28,0.94,2.9,5,Premium,0.54,18,4,19,1
34,5.45,0.88,2.4,5,Basic,0.58,51,2,25,0
27,1.01,0.08,2.4,7,Free,0.86,32,2,29,1
31,0.11,0.96,4.4,3,Premium,0.2,17,1,14,0
58,2.89,0.23,4.0,0,Free,0.68,33,2,8,0
25,9.58,0.41,5.0,3,Free,0.11,29,4,29,2
40,12.5,0.88,3.5,0,Free,0.46,42,4,11,0
35,2.81,0.53,2.9,5,Free,0.64,46,2,1,0
46,,0.33,1.4,4,Free,0.01,46,6,9,0
19,4.37,0.21,5.0,5,Free,0.11,5,2,26,2
59,4.23,0.8,3.2,7,Free,0.09,3,3,23,1
38,2.1,0.62,3.8,5,Premium,0.37,11,3,20,1
17,1.17,,2.6,9,Free,0.62,22,5,22,1
37,1.75,0.22,3.2,3,Free,1.0,27,3,15,1
52,0.46,0.33,4.8,2,Free,0.25,10,3,4,0
23,1.77,0.96,1.7,3,Free,0.14,27,3,12,0
22,0.07,0.99,2.2,7,Basic,0.41,39,1,21,0
29,7.89,0.4,1.6,1,Free,0.15,33,1,6,0
18,,0.52,4.2,8,Basic,0.02,47,1,8,0
31,28.94,,1.2,4,Basic,0.56,33,4,21,2
34,1.72,0.34,1.3,1,Premium,0.88,20,1,16,0
33,3.4,0.18,2.2,5,Free,0.86,35,2,16,1
31,,1.0,3.1,4,Free,0.1,27,2,16,0
23,0.07,0.94,2.6,2,Premium,0.15,57,8,25,0
48,,0.71,1.2,7,Basic,0.49,33,4,4,0
64,0.26,0.88,4.8,6,Premium,0.37,56,3,5,0
27,22.53,0.37,,3,Premium,0.7,40,1,5,2
26,17.81,0.08,2.1,6,Basic,0.49,28,0,8,2
20,6.13,0.96,,4,Free,0.02,25,2,28,0
42,6.28,0.44,3.3,9,Basic,0.28,12,8,9,1
27,8.49,0.62,,4,Basic,0.9,59,1,16,0
32,3.92,0.67,2.0,3,Basic,0.51,51,4,2,0
21,8.34,0.55,3.0,1,Basic,0.8,33,1,19,1
48,0.37,,2.7,3,Basic,0.4,18,1,8,0
20,0.44,0.76,,4,Basic,0.68,7,3,0,0
43,4.89,0.8,4.2,4,Free,0.17,28,2,23,0
29,6.38,0.55,2.9,2,Free,0.74,42,2,18,0
20,17.5,,3.6,3,Premium,0.79,39,3,13,2
48,0.88,0.11,1.8,3,Premium,0.09,15,4,7,0
63,13.84,,3.1,1,Basic,0.18,27,3,17,2
56,1.89,0.34,2.3,4,Free,0.46,29,5,27,1
34,4.01,,3.1,1,Free,0.64,22,1,5,0
37,3.05,0.95,4.1,8,Free,0.64,28,4,1,0
20,4.09,0.78,4.1,2,Free,0.67,19,3,6,0
17,1.3,0.66,2.4,5,Free,0.71,16,2,5,0
45,,0.52,3.8,1,Free,0.51,25,0,10,0
62,12.94,0.17,4.8,4,Free,0.57,56,4,22,2
54,4.66,,3.5,4,Basic,0.01,46,3,24,0
19,,0.38,1.6,4,Premium,0.17,38,3,29,1
48,15.11,,3.7,3,Free,0.5,32,6,27,2
28,9.79,0.49,1.4,3,Free,0.75,13,1,9,1
35,,,4.5,5,Premium,0.81,30,2,24,1
22,2.38,0.89,,7,Premium,0.73,15,2,28,1
30,,,,7,Free,0.49,20,3,21,2
38,,0.89,1.2,5,Free,0.28,34,0,10,0
29,2.0,0.91,,6,Free,0.44,49,3,7,0
38,2.51,0.04,4.6,2,Free,0.01,18,3,25,1
34,13.0,0.85,1.1,1,Free,0.6,5,4,12,1
44,0.36,,2.9,5,Free,0.07,59,1,5,0
35,38.72,0.6,4.7,3,Basic,0.15,22,4,9,2
44,1.12,,2.6,6,Free,0.63,25,3,17,0
39,12.72,0.81,2.7,1,Basic,0.01,8,5,14,1
33,4.02,0.79,3.3,5,Free,0.57,12,4,4,0
25,,0.89,2.9,3,Basic,0.64,57,3,10,0
56,17.01,0.55,1.7,4,Basic,0.79,43,3,26,2
23,4.26,,1.1,5,Basic,0.07,14,6,20,0
41,6.17,0.93,3.4,3,Free,0.0,31,1,26,0
44,0.4,0.12,4.7,3,Free,0.77,58,2,27,1
25,0.02,0.85,1.4,3,Free,0.29,38,6,3,0
32,2.25,,,5,Basic,0.89,43,4,24,0
17,,0.39,2.5,5,Free,0.18,16,0,12,1
21,1.03,0.61,4.2,2,Basic,0.59,44,4,14,0
20,0.97,0.06,2.1,4,Free,0.11,54,2,27,0
43,4.23,,,5,Free,0.4,28,4,1,0
56,8.35,0.87,1.2,11,Basic,0.88,48,3,6,0
20,,0.21,4.8,4,Free,0.61,39,2,5,1
33,1.57,0.43,3.2,0,Free,0.69,17,4,18,0
41,0.66,0.94,,5,Basic,0.23,33,2,14,0
35,22.56,0.43,2.5,4,Basic,0.92,48,2,22,2
56,2.42,0.36,4.1,1,Free,0.62,24,1,23,1
64,15.36,0.44,1.7,9,Free,0.11,11,4,13,2
42,15.93,0.91,,0,Basic,0.02,44,1,15,0
64,,0.63,2.6,7,Premium,0.02,14,1,19,1
27,1.48,0.88,4.4,2,Free,0.05,42,3,27,0
22,13.8,0.45,4.0,5,Basic,0.91,23,6,23,2
18,11.73,0.82,3.1,2,Premium,0.36,8,4,21,1
25,7.27,0.53,3.3,3,Free,0.3,39,5,20,1
49,3.29,0.34,1.5,4,Free,0.42,19,4,23,1
40,2.44,0.66,4.4,3,Basic,0.41,24,3,21,0
50,1.04,0.72,4.1,4,Free,0.24,46,3,9,0
31,5.7,0.56,3.6,5,Free,0.09,23,0,23,1
17,7.04,,2.9,2,Free,0.11,48,2,5,0
39,3.56,0.17,4.9,5,Free,0.6,25,2,14,1
25,5.16,0.29,4.5,8,Free,0.4,13,4,3,1
53,3.61,,3.6,4,Basic,0.9,4,7,1,1
37,8.2,0.67,2.5,5,Premium,0.46,47,5,18,0
41,18.52,0.02,3.5,4,Free,0.5,56,2,6,1
58,1.43,0.95,3.3,3,Free,0.93,28,2,26,0
54,3.84,,2.6,5,Basic,0.5,59,3,10,0
42,1.21,0.31,2.2,5,Basic,0.5,7,6,21,1
44,7.85,,2.6,3,Basic,0.36,16,4,14,1
62,10.44,0.22,3.3,3,Basic,0.71,53,3,21,1
53,21.5,0.88,2.7,7,Premium,0.39,42,4,15,1
35,2.62,0.09,2.1,3,Free,0.59,21,0,24,1
42,24.0,0.44,4.0,6,Free,0.45,17,5,4,2
56,0.52,0.85,,2,Free,0.53,26,2,26,0
35,,0.62,1.3,4,Free,0.83,1,2,8,1
59,0.47,0.29,,3,Premium,0.41,0,4,0,0
34,17.94,,4.5,2,Premium,0.23,53,3,12,1
35,6.04,0.71,4.0,5,Premium,0.57,40,2,2,0
50,,,2.3,3,Free,0.94,7,6,4,1
62,14.25,0.89,4.8,1,Basic,0.69,20,3,22,2
17,1.3,0.34,1.3,3,Free,0.31,23,3,13,0
45,0.31,0.9,4.8,3,Premium,0.96,1,1,4,0
49,16.89,0.0,,2,Free,0.34,43,2,19,2
37,3.03,0.03,,5,Free,0.98,58,5,13,0
18,1.1,0.82,2.7,1,Premium,0.19,37,4,20,0
21,5.06,0.98,2.4,5,Basic,1.0,27,0,0,0
30,7.3,0.96,3.2,3,Premium,0.08,33,2,10,0
42,0.25,0.91,4.2,3,Free,0.71,55,1,4,0
25,2.57,0.43,,5,Premium,0.74,11,0,24,1
24,0.27,0.96,2.6,2,Basic,0.68,49,3,2,0
48,,0.62,2.7,6,Basic,0.78,4,4,9,1
47,18.04,,1.6,4,Basic,0.47,44,4,21,2
63,32.43,0.5,1.2,6,Basic,0.05,59,2,8,2
21,8.11,,3.6,2,Free,0.36,54,5,14,0
56,1.41,,1.3,6,Free,0.64,54,2,5,0
51,18.9,0.32,3.9,4,Basic,0.65,35,5,25,2
17,5.81,0.98,3.2,11,Basic,0.2,7,6,21,1
44,1.34,0.71,1.8,8,Free,0.25,29,0,5,0
19,20.38,0.06,3.2,4,Free,0.49,54,3,22,2
16,11.33,0.04,1.7,3,Basic,0.73,9,6,21,2
34,10.53,0.17,2.8,3,Free,0.85,20,4,7,1
41,9.88,0.73,4.2,4,Free,0.09,45,1,1,0
40,1.79,0.18,2.8,2,Premium,0.93,51,3,23,0
25,1.9,0.86,1.6,3,Free,0.93,33,2,3,0
30,9.33,0.09,,3,Free,0.01,33,4,1,0
37,,0.92,1.7,3,Free,0.51,3,3,8,0
63,4.62,0.96,4.0,1,Free,0.59,55,2,29,0
36,12.19,0.91,2.9,7,Free,0.55,10,0,4,1
37,12.26,0.94,2.8,7,Premium,0.62,21,5,29,2
51,4.83,,4.4,5,Basic,0.5,40,3,18,1
49,12.57,0.46,3.8,4,Free,0.29,49,4,27,1
45,14.59,,1.1,1,Free,0.1,22,2,18,1
40,8.51,0.91,2.2,3,Basic,0.21,48,6,8,0
60,2.07,0.98,4.5,3,Free,0.74,33,2,4,0
43,2.56,0.88,1.1,4,Premium,0.24,29,4,15,0
16,,0.11,3.2,3,Free,0.83,58,5,25,1
64,0.99,0.38,,3,Basic,0.4,24,3,6,0
60,108.64,0.94,3.5,3,Basic,0.41,23,1,1,0
19,1.88,0.69,4.0,1,Premium,0.87,24,4,13,0
22,4.86,0.87,3.9,8,Free,0.21,29,5,21,1
64,19.13,0.37,3.8,5,Basic,0.19,38,1,0,1
24,0.88,0.04,,6,Free,0.99,43,1,7,0
51,,0.97,3.6,8,Premium,0.54,15,0,16,1
34,9.3,0.02,2.6,2,Free,0.19,9,3,26,2
16,,0.98,2.9,5,Free,0.17,30,1,18,0
